level,tag,count
def-list,{http://www.w3.org/1998/Math/MathML}msubsup,1
def-list,underline,1
def-list,term-head,1
def-list,named-content,1
fig,fig,1133
fig,label,886
fig,caption,870
fig,p,854
fig,graphic,1131
fig,italic,331
fig,styled-content,18
fig,xref,207
fig,alternatives,199
fig,media,202
fig,sub,96
fig,sup,120
fig,bold,132
fig,ext-link,73
fig,title,83
fig,x,5
fig,attrib,3
fig,sc,17
fig,inline-formula,20
fig,{http://www.w3.org/1998/Math/MathML}math,20
fig,{http://www.w3.org/1998/Math/MathML}mi,19
fig,object-id,8
fig,permissions,5
fig,copyright-holder,4
fig,{http://www.w3.org/1998/Math/MathML}mrow,16
fig,{http://www.w3.org/1998/Math/MathML}msub,8
fig,{http://www.w3.org/1998/Math/MathML}mover,4
fig,{http://www.w3.org/1998/Math/MathML}mtext,3
fig,alt-text,1
fig,{http://www.w3.org/1998/Math/MathML}mo,10
fig,{http://www.w3.org/1998/Math/MathML}mn,9
fig,{http://www.w3.org/1998/Math/MathML}msup,5
fig,underline,2
fig,{http://www.w3.org/1998/Math/MathML}msubsup,2
fig,long-desc,1
fig,uri,1
fig,license,1
fig,license-p,1
disp-quote,disp-quote,219
disp-quote,p,219
disp-quote,attrib,28
disp-quote,xref,29
disp-quote,italic,173
disp-quote,bold,5
disp-quote,sc,2
disp-quote,sup,10
disp-quote,related-article,2
disp-quote,title,1
table-wrap,table-wrap,272
table-wrap,table,261
table-wrap,colgroup,78
table-wrap,col,122
table-wrap,thead,238
table-wrap,tr,261
table-wrap,th,216
table-wrap,tbody,261
table-wrap,td,261
table-wrap,bold,67
table-wrap,label,187
table-wrap,caption,214
table-wrap,p,214
table-wrap,xref,107
table-wrap,sup,70
table-wrap,table-wrap-foot,122
table-wrap,fn,112
table-wrap,list,13
table-wrap,list-item,13
table-wrap,italic,70
table-wrap,graphic,31
table-wrap,hr,25
table-wrap,sub,35
table-wrap,break,32
table-wrap,title,40
table-wrap,object-id,3
table-wrap,alternatives,17
table-wrap,sc,4
table-wrap,inline-formula,6
table-wrap,{http://www.w3.org/1998/Math/MathML}math,4
table-wrap,{http://www.w3.org/1998/Math/MathML}mrow,3
table-wrap,{http://www.w3.org/1998/Math/MathML}mn,2
table-wrap,{http://www.w3.org/1998/Math/MathML}mo,3
table-wrap,{http://www.w3.org/1998/Math/MathML}msup,1
table-wrap,{http://www.w3.org/1998/Math/MathML}mi,3
table-wrap,email,5
table-wrap,ext-link,14
table-wrap,permissions,14
table-wrap,copyright-holder,14
table-wrap,license,2
table-wrap,license-p,2
table-wrap,{http://www.w3.org/1998/Math/MathML}msub,2
table-wrap,{http://www.w3.org/1998/Math/MathML}mtext,1
table-wrap,underline,4
table-wrap,x,1
table-wrap,inline-graphic,2
floats-wrap,floats-wrap,363
floats-wrap,fig,325
floats-wrap,label,363
floats-wrap,caption,362
floats-wrap,p,362
floats-wrap,graphic,327
floats-wrap,table-wrap,246
floats-wrap,table,235
floats-wrap,thead,217
floats-wrap,tr,235
floats-wrap,th,224
floats-wrap,bold,166
floats-wrap,tbody,233
floats-wrap,td,235
floats-wrap,sup,178
floats-wrap,italic,237
floats-wrap,xref,173
floats-wrap,sub,105
floats-wrap,table-wrap-foot,163
floats-wrap,fn,158
floats-wrap,ext-link,30
floats-wrap,sc,36
floats-wrap,break,21
floats-wrap,hr,86
floats-wrap,underline,6
floats-wrap,chem-struct,1
floats-wrap,colgroup,22
floats-wrap,col,22
floats-wrap,list,6
floats-wrap,list-item,6
floats-wrap,inline-formula,9
floats-wrap,{http://www.w3.org/1998/Math/MathML}math,6
floats-wrap,{http://www.w3.org/1998/Math/MathML}mfrac,2
floats-wrap,{http://www.w3.org/1998/Math/MathML}mrow,6
floats-wrap,{http://www.w3.org/1998/Math/MathML}mtext,3
floats-wrap,{http://www.w3.org/1998/Math/MathML}mi,4
floats-wrap,{http://www.w3.org/1998/Math/MathML}mo,6
floats-wrap,{http://www.w3.org/1998/Math/MathML}mn,5
floats-wrap,title,7
floats-wrap,inline-graphic,11
floats-wrap,{http://www.w3.org/1998/Math/MathML}msub,1
floats-wrap,{http://www.w3.org/1998/Math/MathML}msubsup,1
floats-wrap,{http://www.w3.org/1998/Math/MathML}msup,3
floats-wrap,{http://www.w3.org/1998/Math/MathML}mover,1
floats-wrap,uri,1
floats-wrap,email,1
floats-wrap,tfoot,1
floats-wrap,table-wrap-group,2
floats-wrap,{http://www.w3.org/1998/Math/MathML}mmultiscripts,1
floats-wrap,{http://www.w3.org/1998/Math/MathML}mprescripts,1
floats-wrap,{http://www.w3.org/1998/Math/MathML}none,1
graphic,graphic,77
graphic,permissions,1
graphic,license,1
graphic,license-p,1
list,list,81
list,list-item,81
list,p,81
list,italic,14
list,bold,10
list,sub,4
list,xref,13
list,sup,4
list,title,2
list,named-content,2
list,inline-graphic,1
list,uri,1
list,inline-formula,1
list,{http://www.w3.org/1998/Math/MathML}math,1
list,{http://www.w3.org/1998/Math/MathML}mi,1
list,label,1
supplementary-material,supplementary-material,2
supplementary-material,media,2
supplementary-material,caption,2
supplementary-material,p,2
supplementary-material,xref,1
supplementary-material,graphic,2
supplementary-material,sup,1
supplementary-material,bold,1
sig-block,sig-block,4
sig-block,sig,4
sig-block,italic,3
sig-block,break,4
sig-block,bold,1
response,response,1
response,front-stub,1
response,contrib-group,1
response,contrib,1
response,name,1
response,surname,1
response,given-names,1
response,pub-date,1
response,day,1
response,month,1
response,year,1
response,p,1
disp-formula,disp-formula,2
disp-formula,graphic,1
disp-formula,label,1
disp-formula,{http://www.w3.org/1998/Math/MathML}math,1
disp-formula,{http://www.w3.org/1998/Math/MathML}mrow,1
disp-formula,{http://www.w3.org/1998/Math/MathML}mtext,1
disp-formula,{http://www.w3.org/1998/Math/MathML}mo,1
disp-formula,{http://www.w3.org/1998/Math/MathML}munderover,1
disp-formula,{http://www.w3.org/1998/Math/MathML}mi,1
disp-formula,{http://www.w3.org/1998/Math/MathML}mn,1
disp-formula,{http://www.w3.org/1998/Math/MathML}msub,1
verse-group,verse-group,1
verse-group,verse-line,1
verse-group,attrib,1
speech,speech,1
speech,speaker,1
speech,p,1
